V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
1.83587944306661,-0.712384449068598,-0.898898647646737,-0.0467447852114027,-0.0567197983577886,0.525600630867796,-0.527752747562306,0.0851864548850276,0.648520526983829,0.135490675139884,0.32703242409205,1.31228125859775,1.62161728896691,-0.193425885577495,0.149573756374181,0.962136321615176,-1.30731712951012,0.732161297015825,0.210486590641156,0.187610579761647,0.245508183695123,0.605232347097022,-0.0019075704696316,-0.0550224909662238,-0.239313802387236,0.636604007919505,-0.0568445312611443,-0.03903799840279,113.4,0
-0.125976644880433,0.929643886843864,-0.396962480017511,-0.62088516684595,0.982991693991016,-0.613481119626642,0.867718380761921,-0.0965810728742293,-0.260968159824776,-0.614376548242933,1.04457712391976,0.479690062872439,-0.320816876072855,-0.78025813931496,-0.968054198573421,0.46055155009309,0.147705776884845,0.277369053810271,0.0750141701020922,-0.204831834345125,-0.17110518982739,-0.546123409403442,0.234610845876421,0.658402560732177,-0.903614159844832,-0.0093201618641837,-0.185205896326264,0.0976972754869428,0.89,0
-2.0642397521399,2.62973923034009,-0.748406253034646,0.694992040498764,0.418177985610222,1.39251973416781,-1.69780121912626,-6.33306461223925,1.72418428025944,-0.887241636246378,-1.59425779202416,-0.338775118165825,-0.978064513351916,-3.68882599540221,-1.48708342266887,0.526946020771924,2.34702289955703,1.69122000470716,-0.736110693106424,-1.42448619962422,6.21551399149032,-1.27690859567394,0.459861127330875,-1.05168547489323,0.209178360382973,-0.319859444506001,0.0154338685560936,-0.0501165001659193,8.0,1
0.0320329201252536,1.15813032563846,-0.592815100764844,-0.542271102579137,1.71271183657789,-0.489199858596635,1.34840472848233,-0.448851204627315,-0.187768141720216,-0.730995914790146,-0.838339770469749,0.178892788132496,1.72092444922474,-1.50204263353271,0.638335431305772,0.0884889412149842,0.0429817007411016,0.820267679783082,0.152195590659761,0.315767792802663,0.202081008968588,1.03546747395036,-0.340437040293071,0.0066079646284702,-0.26608749047441,-0.167618814933557,0.314284444173436,0.089695020118193,11.76,0
2.07627672248575,0.005811624423116,-1.33382734453166,0.354016902480919,0.001731996630765,-1.33173045819665,0.267112597419941,-0.410106431436577,0.582255551654425,0.0113749944914039,-0.72889203120456,0.342920955910203,0.199468070996595,0.459778801901437,0.731656840025948,-0.204344038928883,-0.532267043000125,-0.0598014414293045,-0.209730617275758,-0.233691083640788,0.243119362592089,0.87400619085946,-0.0101681663185664,0.0165213110551123,0.280212174736522,-0.107354236869778,-0.0190790582702331,-0.0588051643754205,2.69,0
2.08426268626812,-0.929668419363085,-0.340700387302012,-1.62306264865516,-0.972567471486485,-0.200155346347242,-1.12384846237273,0.041545750745139,2.66724032790366,-1.00434802193164,-1.55805465287897,0.730748386313664,0.9762473625029,-0.559853285138467,1.61322964693972,0.285335549823497,-0.921438404621627,0.86614441966313,0.741017219582497,-0.100821893955614,0.182915724715586,0.859964167845194,0.0414616854834319,-0.941611960500769,-0.177893193172634,-0.118939598778372,0.0727085338541873,-0.0381781050320317,8.49,0
-0.123848701198896,0.285714249280498,0.276003695833203,1.11499767252814,-0.926207814771612,0.926585900070156,-0.0439071020217448,0.567892767875498,-0.399546315097095,-0.0442553892467612,0.755073301537926,1.14882602746824,1.17652192118898,0.23462253110152,0.644759038192648,-0.575343180812027,0.3399781844338,0.941328583208648,2.53654791366279,0.517566982408585,0.581259827038205,1.58426725075473,0.52903675209519,0.807057291174269,-1.55699984005369,0.795706763652794,0.152073372164319,0.241063294005069,171.78,0
2.02954164556224,0.319671530707454,-2.3870041885925,0.788357422739789,0.729311618030045,-0.883290112123386,0.196259216249917,-0.222136267560802,0.671239802924232,-1.08480519986165,-0.329742590271818,-0.0149433545408831,0.0812714471695515,-2.71320864279716,-0.325240428236903,0.328294120547634,2.00725186235364,0.573910587988107,-0.287740967092113,-0.0954455466689119,-0.0207524673123816,0.250155070094905,-0.0250193027025161,0.471955632242315,0.23475265669248,0.701937082006888,-0.0372745290137026,-0.0055243896687828,12.31,0
1.5451090636956,-0.139685071394008,0.482869393323347,3.95452482363578,-0.553609352357729,0.402939248236119,-0.388372048538741,0.0451737019668389,-0.464532077399598,1.24273425798571,-0.987748756722462,0.711605224340818,1.85515553434895,-0.603412986641861,-0.336291562391455,1.46318390827932,-1.16933916244255,-0.118166681564392,-1.87511672682426,0.154450385435849,0.146284817705592,0.192861585428356,0.189102008852023,0.0368610118406434,-0.535623319534404,-0.215631335899655,0.0114891723045412,0.0105864191695262,162.34,0
0.209169231243137,-0.851608517544132,-0.869382346543572,-3.55927677377866,1.21193173743165,3.89697161037585,-0.628106023282699,0.855799107508272,-1.91294809128126,0.942386565377544,-0.437448769172476,-1.10490928556168,0.215902404905723,-0.469047568947183,-0.138490421679554,-0.533863985072291,0.247927515037564,-0.0396099114117075,-0.512848011686864,-0.343233115547553,-0.0783189578059993,0.107513776060882,0.0981665768596454,0.677755471404914,-0.464692727507101,-0.24260137900606,0.0153687761345969,0.0175237920841669,92.39,0
